jollibee_name,jollibee_address,jollibee_lat,jollibee_lng,mcdo_name,mcdo_address,mcdo_lat,mcdo_lng,distance_m
Jollibee Talipapa - Novaliches,"Savemore Drug, 482 Quirino Hwy, Quezon City, Metro Manila, Philippines",14.686300199999998,121.02445390000001,McDonald's QH Novaliches,"483 Quirino Hwy, Quezon City, 1116 Metro Manila, Philippines",14.686475399999999,121.0240579,46.8
Jollibee,"9544 C. Raymundo Ave, Caniogan, Pasig, 1606 Metro Manila, Philippines",14.570701699999999,121.0819559,McDonald's C Raymundo,"200 C. Raymundo Ave, Pasig, 1600 Metro Manila, Philippines",14.570666499999998,121.082399,47.8
Jollibee CITYLAND 10 Tower 2,"L/G, Cityland 10 Tower 2, 154 H.V. Dela Costa, Makati City, Metro Manila, Philippines",14.560728300000001,121.0175756,McDonald's,"1200 Valero, Makati, 1227 Kalakhang Maynila, Philippines",14.5606689,121.0180172,48.0
Jollibee Puregold Commonwealth,"Puregold Commonwealth, Commonwealth Ave, Matandang Balara, Quezon City, 1119 Metro Manila, Philippines",14.666419000000001,121.07098380000001,McDonald's Luzon Commonwealth,"2 Luzon Ave, Quezon City, 1119 Metro Manila, Philippines",14.6661661,121.07061139999999,48.9
Jollibee,"Gen. Luna St., Cor, Gov. Pascual Ave, Malabon, Metro Manila, Philippines",14.669562599999999,120.9468797,McDonald’s,"24 Gen. Luna St, Malabon, Metro Manila, Philippines",14.669155299999998,120.94706439999999,49.5
Jollibee Karangalan,"K Center Building, Imelda Avenue, Kaginhawaan St., Karangalan Village, Blk 27, PH2, Lot 5, B1 Kaginhawaan, Pasig, 1800 Metro Manila, Philippines",14.604917499999999,121.10495529999999,McDonald's Karangalan,"Imelda Ave. Corner Magsaysay Road, Pasig, 1800 Metro Manila, Philippines",14.6044822,121.10505739999999,49.6
Jollibee Tycoon Center,"Tycoon Centre, Pearl Dr, Ortigas Center, Pasig, Metro Manila, Philippines",14.5816327,121.0609945,McDonald's,"1600 Pearl Dr, Ortigas Center, Pasig, 1605 Metro Manila, Philippines",14.581254,121.06074419999999,50.0
Jollibee AP Reyes- Evangelista PRC,"1058 AP Reyes st, cor. Evangelista St. Brgy. Tejeros Makati, Makati City, Metro Manila, Philippines",14.5720801,121.01556210000001,McDonald's,"J. P. Rizal St, Makati City, 1207 Metro Manila, Philippines",14.5719034,121.01601559999999,52.6
Jollibee General Santos Ave,"Level 1, F3Q6+4VG, General Santos Ave, Lower Bicutan, Taguig, 1632 Metro Manila, Philippines",14.48874,121.0605805,McDonald's - Lower Bicutan Branch,"449 Banai St, Taguig, Metro Manila, Philippines",14.488506699999999,121.061009,52.9
Jollibee - Gen. T. De Leon,"4729 Gen. T. de Leon, Valenzuela, 1442 Metro Manila, Philippines",14.686365199999997,120.99496889999999,McDonald's B.Hive Plaza,"101 Gen. T. de Leon, Valenzuela, 1442 Metro Manila, Philippines",14.686753999999999,120.99527649999999,54.4
Jollibee Pateros,"P. Herrera, corner B. Morcilla St, Pateros, 1620 Metro Manila, Philippines",14.545250300000001,121.06582490000001,McDonald's,"17 B. Morcilla St, Pateros, 1620 Metro Manila, Philippines",14.5450295,121.0662906,55.8
Jollibee PITX,"Upper Ground, Pitx, 1 Kennedy Avenue, Tambo, Parañaque, Metro Manila, Philippines",14.508967499999999,120.99103919999999,McDonald's PITX,"2Nd Floor, Paranaque Integrated Terminal Exchange, 1 Kennedy Road, Brgy. Tambo, Parañaque, 1701 Metro Manila, Philippines",14.5094499,120.99089130000002,56.0
Jollibee UST Dapitan,"1523 Dapitan St, Sampaloc, Manila, 1015 Metro Manila, Philippines",14.612963899999999,120.9894346,McDonald's Gov. Forbes,"Governor Forbes, Sampaloc, Manila, 1800 Metro Manila, Philippines",14.6129616,120.98997109999999,57.7
Jollibee Eldrich Food Corporation,"M423+8P6, Bayan-Bayanan Ave, Marikina Heights (Concepcion), Marikina, 1800 Metro Manila, Philippines",14.650797599999997,121.10427449999999,McDonald's Concepcion Marikina,"Bayan-Bayanan Avenue Cor. E Santos, Candazo St, Marikina, 1800 Metro Manila, Philippines",14.650578399999999,121.1047669,58.3
Jollibee - Ayala Feliz,"Level 1, Ayala Malls, Feliz Marikina-Infanta Hwy, Pasig, 1800 Metro Manila, Philippines",14.6198271,121.09328339999999,McDonald's,"71 Eulogio Amang Rodriguez Ave, Pasig, 1610 Metro Manila, Philippines",14.619380000000001,121.09294,61.9
Jollibee Shaw Blvd. Wack Wack,"545 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.586234500000002,121.0479294,McDonald's Wack Wack,"555 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.5866502,121.04752979999998,63.1
Jollibee,"Rizal Ave, cor Manapat St, Malabon, Metro Manila, Philippines",14.6583907,120.95227179999999,McDonald's,"Symaco Bldg, 673 Rizal Ave Ext, Malabon, 1470 Metro Manila, Philippines",14.658675,120.95278189999999,63.3
Jollibee,"3rd, 3rd St, Pasay City, Metro Manila, Philippines",14.5381167,121.0011643,McDonald's Edsa Taft Rotonda,"24 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1302 Metro Manila, Philippines",14.5382783,121.00058019999997,65.4
Jollibee,"Philippines, Metro Manila, Parañaque, Tambo, Ground Flr",14.5225518,120.99016449999998,McDonald's,"G080 G081, Ayala Malls Manila Bay, Parañaque, 1700 Metro Manila, Philippines",14.523151099999998,120.99021060000001,66.8
Jollibee,"G/F Exportbank Plaza, Gil Puyat, cor Chino Roces Ave, Makati City, Metro Manila, Philippines",14.5593891,121.01155889999998,McDonald's,"corner Chino Roces Ave, Makati City, 1200 Metro Manila, Philippines",14.559781599999999,121.0120544,68.9
Jollibee,"Pamplona, Las Piñas, Metro Manila, Philippines",14.4515968,120.9773487,McDonald's Pamplona Dos,"Alabang–Zapote Rd, Las Piñas, 1742 Metro Manila, Philippines",14.4513674,120.97794549999999,69.1
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's,"8001 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.657159000000002,121.02107799999999,70.5
Jollibee Boni Avenue - Halcon,"Cor Boni Ave, Halcon, St, Mandaluyong City, Kalakhang Maynila, Philippines",14.575513800000001,121.0418521,McDonald's,"441 Boni Ave, Mandaluyong City, 1550 Metro Manila, Philippines",14.575878699999999,121.0413108,71.0
Jollibee - Market Market,"City, Taguig, Metro Manila, Philippines",14.5491732,121.05607260000001,McDonald's,"L1, 137 , Market! Market! Mall , 26th Street, Corner C5, Taguig, 1634 Metro Manila, Philippines",14.5493335,121.05542799999999,71.6
Jollibee,"Level 1 Red Hotel, 346 Don C Revilla St, corner Epifanio de los Santos Ave, Pasay City, Metro Manila, Philippines",14.537395699999998,121.0018992,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,71.7
Jollibee Quezon Blvd- Mayon,"Quezon Blvd, cor Mayon St, Quezon City, Metro Manila, Philippines",14.618178799999999,121.0018096,McDonald's Sun Mall Welcome Rotonda,"11 Mayon St, Quezon City, 1114 Metro Manila, Philippines",14.618165800000002,121.00113540000001,72.6
Jollibee Benin,"335 Benin St. corner EDSA, Grace Park East, Caloocan, 1400 Metro Manila, Philippines",14.656858999999999,120.985312,McDonald's,"490 Epifanio de los Santos Ave, Morning Breeze Subdivision, Caloocan, 1405 Metro Manila, Philippines",14.657478,120.985533,72.8
Jollibee,"N. DOMINGO, cor A. Luna, ST, San Juan City, Metro Manila, Philippines",14.606045600000002,121.02336960000001,McDonald's,"N. Domingo St. Cor. F. Blumentritt St. Commercial Unit 4 Puregold Agora Mall, San Juan City, 1800 Metro Manila, Philippines",14.6054007,121.02318679999999,74.4
Jollibee SM Center Muntinlupa,"GF Atrium Area, SM City Muntinlupa, Muntinlupa, 1781 Metro Manila, Philippines",14.377562099999997,121.0459427,McDonald's,"Manila S Rd, Tunasan, Muntinlupa, 1773 Metro Manila, Philippines",14.3769904,121.0463094,74.8
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's Munoz,"24 1, Bago Bantay, Quezon City, 1106 Metro Manila, Philippines",14.657973900000002,121.0203684,76.6
Jollibee España Don Quijote,"JX6V+FG3, Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.611125800000002,120.9937889,McDonald's Espana,"Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.61046,120.99399000000001,77.1
Jollibee Ortigas Ave Extn- Valley Golf Rd,"Ortigas Ave. ext, cor Valley Golf Road, Cainta, 1900 Rizal, Philippines",14.5825096,121.12898939999998,McDonald's,"Ortigas Ave Ext, Cainta, 1900 Rizal, Philippines",14.5818125,121.12906249999999,77.9
Jollibee,"Diosdado Macapagal Blvd, Tambo, Parañaque, 1701 Metro Manila, Philippines",14.5231814,120.99095619999999,McDonald's,"G080 G081, Ayala Malls Manila Bay, Parañaque, 1700 Metro Manila, Philippines",14.523151099999998,120.99021060000001,80.3
Jollibee Muñoz,"Munoz Market Plaza, EDSA cor, Fernando Poe Jr. Ave, Project 7, Quezon City, Metro Manila, Philippines",14.6573315,121.02002119999997,McDonald's Munoz,"24 1, Bago Bantay, Quezon City, 1106 Metro Manila, Philippines",14.657973900000002,121.0203684,80.6
Jollibee - Nova Square Mall,"GF Nova Square, cor. Pablo dela Cruz St, 671 Quirino Hwy, Novaliches, Quezon City, 1123 Metro Manila, Philippines",14.701287299999999,121.03504849999997,McDonald's - Holy Cross Novaliches,"701 Quirino Hwy, Quezon City, Metro Manila, Philippines",14.7018678,121.03551189999999,81.6
Jollibee Edsa Zamora,"333 EDSA Zamora cor. Libertad St, Pasay City, Metro Manila, Philippines",14.5378876,121.0016179,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,81.7
Jollibee Banawe,"424 Banawe St, Bgy, cor Ma Clara, Santa Mesa Heights, Quezon City, Metro Manila, Philippines",14.6277029,121.0043152,McDonald's,"Banawe St, Quezon City, 1100 Metro Manila, Philippines",14.628381300000001,121.0040151,82.1
Jollibee Pedro Gil Paco,"1246 Pedro Gil St, Paco, Manila, 1007 Metro Manila, Philippines",14.5785197,120.99481239999999,McDonald's Paco,"1552 Paz St, Paco, Manila, 1007 Metro Manila, Philippines",14.579131299999998,120.99528099999999,84.7
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's NXTGEN,"1105 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines",14.658058400000002,121.0203174,84.7
Jollibee - Paso de Blas,"621-B Paso de Blas Rd, Valenzuela, 1442 Metro Manila, Philippines",14.7093231,120.99376260000001,McDonald's Paso De Blas,"Ugf Cu#10 And Sf Cu#1 Paso De Blas Mall, Cor General Luis, Valenzuela, 1448 Metro Manila, Philippines",14.7085552,120.9937451,85.4
Jollibee,"Level 1 Ayala Circuit Mall AP Reyes Street, Makati City, Metro Manila, Philippines",14.5742403,121.0195741,McDonald's,"C1-027 to 028, Lower G/F, Ayala Malls Circuit, Hippodromo St, Makati City, 1207 Metro Manila, Philippines",14.573532,121.0192614,85.6
Jollibee Scout Tobias,"Sct Tobias, cor Timog Ave, Diliman, Quezon City, Metro Manila, Philippines",14.6362118,121.03141099999999,McDonald's,"1103 Sct. Tobias St, Diliman, Quezon City, 1103 Metro Manila, Philippines",14.635443500000001,121.03127099999999,86.7
Jollibee Muñoz,"Munoz Market Plaza, EDSA cor, Fernando Poe Jr. Ave, Project 7, Quezon City, Metro Manila, Philippines",14.6573315,121.02002119999997,McDonald's NXTGEN,"1105 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines",14.658058400000002,121.0203174,86.9
Jollibee SM City Caloocan,"623 Bagumbong Rd, Barangay 171, Caloocan, 1421 Metro Manila, Philippines",14.7512591,121.0190744,McDonald's Bagumbong Caloocan,"Q229+5JX, Barangay 171, Caloocan, Metro Manila, Philippines",14.7504771,121.01909880000001,87.0
Jollibee - Nova Square Mall,"GF Nova Square, cor. Pablo dela Cruz St, 671 Quirino Hwy, Novaliches, Quezon City, 1123 Metro Manila, Philippines",14.701287299999999,121.03504849999997,McDonald's QH San Bartolome,"6 Quirino Hwy, Quezon City, 1116 Metro Manila, Philippines",14.701900000000002,121.03556,87.6
Jollibee Rockwell Business Center Tower 3,"Rockwell Business Center, Meralco Ave, Ortigas Center, Pasig, Metro Manila, Philippines",14.5894167,121.0682275,McDonald's,"Ortigas Ave, Pasig, 1000 Metro Manila, Philippines",14.590200000000001,121.06843,89.8
Jollibee,"Green Meadows Ave, Ugong Norte, Quezon City, Metro Manila, Philippines",14.6016947,121.07887500000001,McDonald's,"107 Eulogio Rodriguez Jr. Ave, Quezon City, 1110 Metro Manila, Philippines",14.6020485,121.07964199999998,91.4
Jollibee WELLCOME PLAZA,"2420 G/ F Wellcome Plaza Bldg., Libertad St, Pasay City, Metro Manila, Philippines",14.5468271,120.99911660000001,McDonald's Taft Libertad,"corner Antonio S. Arnaiz Ave, Pasay City, 1304 Metro Manila, Philippines",14.547609,120.99882939999999,92.3
Jollibee Abad Santos Ave.,"3039 Jose Abad Santos, Tondo, Manila, Metro Manila, Philippines",14.6321856,120.9803165,McDonald's Abad Santos Hermosa,"3051 J Abad Santos Ave, Tondo, Manila, 1012 Metro Manila, Philippines",14.6313694,120.98047469999999,92.3
Jollibee,"509 G/F, Merchant Center Building, Padre Faura St, Ermita, Manila, 1000 Metro Manila, Philippines",14.577694300000001,120.9814629,McDonald's Padre Faura J Bocobo,"537 Padre Faura St, Ermita, Manila, 1000 Metro Manila, Philippines",14.5781117,120.98220979999999,92.8
Jollibee,"3rd, 3rd St, Pasay City, Metro Manila, Philippines",14.5381167,121.0011643,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,97.5
Jollibee,"326 Shaw Blvd, corner Acacia Ln, Mandaluyong City, Metro Manila, Philippines",14.5891586,121.03583619999999,McDonald's,"362 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.5891772,121.0367622,99.7
Jollibee,"Manuela Complex EDSA, cor Shaw Blvd, Mandaluyong City, Metro Manila, Philippines",14.582278299999999,121.05399089999999,McDonald's,"574a Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.581977499999997,121.05311370000001,100.1
Jollibee WalterMart Sucat,"Level 1 Waltermart Sucat, Brgy. San Isidro, Dr Arcadio Santos Ave, Parañaque, 1700 Metro Manila, Philippines",14.471697599999999,121.00750670000001,McDonald's Fortunata,"24 Creek Dr, Parañaque, 1700 Metro Manila, Philippines",14.471111100000002,121.00825889999999,104.0
Jollibee,"Tan Hock Bldg. Edsa, Cor P.Burgos, Guadalupe Nuevo, Makati City, Metro Manila, Philippines",14.5653579,121.04546040000001,McDonald's,"1782 North Garcia, Makati City, 1212 Metro Manila, Philippines",14.565258,121.04642299999998,104.2
Jollibee,"315 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.6571292,121.0208454,McDonald's Munoz,"24 1, Bago Bantay, Quezon City, 1106 Metro Manila, Philippines",14.657973900000002,121.0203684,107.0
Jollibee ITC Shaw Kalentong,"51 Shaw Blvd, Mandaluyong City, 1550 Metro Manila, Philippines",14.593616899999999,121.0276074,McDonald's,"77 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.593167,121.0284893,107.3
Jollibee BSB Cml Bldg Sangandaan,"BSB Commercial Building, General San Miguel St, Sangandaan, Caloocan, 1408 Metro Manila, Philippines",14.657782399999997,120.97180979999999,McDonald's Sangandaan Caloocan,"627 A. Mabini St, Sangandaan, Caloocan, 1400 Metro Manila, Philippines",14.6569288,120.9713422,107.4
Jollibee Makati Central Square,"120 Amorsolo Street, Legazpi Village, Makati, 1200 Kalakhang Maynila, Philippines",14.552251499999999,121.01436509999998,McDonald's,"Amorsolo Street, Makati, 1229 Kalakhang Maynila, Philippines",14.553142099999999,121.01475800000001,107.7
Jollibee (SM Aura),"GF SM Aura Premier, 26th St, cor McKinley Pkwy, Taguig, Metro Manila, Philippines",14.545854299999997,121.05399910000001,McDonald's,"Lower Ground Level SM Aura, 26Th St, Cor McKinley Pkwy, Taguig, Metro Manila, Philippines",14.5467918,121.05433529999999,110.3
Jollibee,"Women's Club, corner Naval St, Malabon, Metro Manila, Philippines",14.675850299999999,120.94175349999999,McDonald's Hulong Duhat,"24 Don Basilio Bautista Blvd, Malabon, 1471 Metro Manila, Philippines",14.676311,120.94270059999998,114.0
Jollibee SM North EDSA,"GF C 106-108, SM City North EDSA, Misamis St, Quezon City, Metro Manila, Philippines",14.656379500000002,121.029754,McDonald's SM North Edsa,"SM City North EDSA, Quezon City, 1100 Metro Manila, Philippines",14.656814299999999,121.030721,114.7
Jollibee Muñoz,"Munoz Market Plaza, EDSA cor, Fernando Poe Jr. Ave, Project 7, Quezon City, Metro Manila, Philippines",14.6573315,121.02002119999997,McDonald's,"8001 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.657159000000002,121.02107799999999,115.3
Jollibee Roces- Quezon Ave,"1050 D&E Building Roces Ave, cor Quezon Ave, Diliman, Quezon City, Metro Manila, Philippines",14.633209100000002,121.02036319999999,McDonald's,"Lower G/F Fishermall, Quezon Ave, Corner Roosevelt Ave, Brgy Sta. Cruz, Quezon City, 1104 Metro Manila, Philippines",14.633844299999998,121.0195115,115.7
Jollibee Alabang West,"C256+8W7, Almanza Dos, Las Piñas, Metro Manila, Philippines",14.4082782,121.01229900000001,McDonald's Alabang West,"Lot6 W Hollywood Dr, Alabang West, Las Piñas, 1751 Metro Manila, Philippines",14.409168,121.0128928,117.8
Jollibee,"315 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.6571292,121.0208454,McDonald's NXTGEN,"1105 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines",14.658058400000002,121.0203174,117.9
Jollibee Liana's Parañaque,"Liana's Shopping Center, Dr Arcadio Santos Ave, Parañaque, 1709 Metro Manila, Philippines",14.4751699,121.0008424,McDonald's,"Dr Arcadio Santos Ave, Parañaque, 1800 Metro Manila, Philippines",14.475862399999999,121.0000097,118.2
Jollibee Edsa Zamora,"333 EDSA Zamora cor. Libertad St, Pasay City, Metro Manila, Philippines",14.5378876,121.0016179,McDonald's Edsa Taft Rotonda,"24 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1302 Metro Manila, Philippines",14.5382783,121.00058019999997,119.8
Jollibee,"Amang Rodriguez, cor Marikina-Infanta Hwy, Pasig, 1800 Metro Manila, Philippines",14.6183122,121.0927231,McDonald's,"71 Eulogio Amang Rodriguez Ave, Pasig, 1610 Metro Manila, Philippines",14.619380000000001,121.09294,121.0
Jollibee,"#139 B Anonas, cor Kamias Rd, Diliman, Quezon City, Metro Manila, Philippines",14.6346523,121.05859399999999,McDonald's Kamias QC,"101 Kamias Rd, Quezon City, 1102 Metro Manila, Philippines",14.633992500000002,121.05767770000001,122.9
Jollibee,"850 M. Dela Fuente St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.610800200000002,120.99507659999999,McDonald's Espana,"Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.61046,120.99399000000001,122.9
Jollibee Mindanao Ave,"cornerMindanao Extension, Commonwealth Ave, Quezon City, Metro Manila, Philippines",14.7217646,121.0522609,Mcdonald's Sta. Monica,"Phase 4, Jordan Plaines Subdivision, Commonwealth Ave, Santa Monica, Novaliches, Quezon City, 1117 Metro Manila, Philippines",14.7221006,121.0511713,123.0
Jollibee,"Fishermall, Quezon Avenue, corner Fernando Poe Jr. Ave, Quezon City, Metro Manila, Philippines",14.633272999999999,121.01853039999999,McDonald's,"Lower G/F Fishermall, Quezon Ave, Corner Roosevelt Ave, Brgy Sta. Cruz, Quezon City, 1104 Metro Manila, Philippines",14.633844299999998,121.0195115,123.2
Jollibee - SM City Valenzuela,"Ground floor, SM Supercenter Valenzuela, along, MacArthur Hwy, Valenzuela, Metro Manila, Philippines",14.6861784,120.9762707,Burger King - Shell MacArthur Highway (Drive Thru),"230 MacArthur Hwy, Valenzuela, 1441 Metro Manila, Philippines",14.687169100000002,120.97573959999998,124.1
Jollibee Valenzuela Town Center,"VTC, MacArthur Hwy, Valenzuela, Metro Manila, Philippines",14.6923095,120.9697683,McDonald's,"MacArthur Hwy, Valenzuela, Metro Manila, Philippines",14.692444400000001,120.9709404,127.0
Jollibee Fisher Mall Malabon,"BLK 47 LOT 2, 10 Dagat-Dagatan Ave, Malabon, Metro Manila, Philippines",14.6568453,120.9610873,McDonald's C4 Caloocan,"Dagat-Dagatan Ave, Caloocan, 1411 Metro Manila, Philippines",14.657409999999999,120.96212999999999,128.5
Jollibee Araneta Square Mall,"Along Monumento Cicle, Rizal Ave. Ext, Samson Rd, Caloocan, Metro Manila, Philippines",14.6567385,120.98357800000001,McDonald's Victory Mall,"1659 Rizal Avenue Monumento, Caloocan, 1008 Metro Manila, Philippines",14.655595999999997,120.983358,129.2
Jollibee PUREGOLD MAYPAJO,"PUREGOLD MAYPAJO LEVEL 1, J.P Rizal St, Maypajo, Caloocan, Metro Manila, Philippines",14.6376731,120.97449299999998,McDonald's Maypajo Mabini,"40 A. Mabini St, Maypajo, Caloocan, 1410 Metro Manila, Philippines",14.6376373,120.9757204,132.1
